,audio_key,chord_progressions,pitch_range,num_measures,bpm,genre,track_role,inst,sample_rhythm,time_signature,min_velocity,max_velocity,split_data,id
5100,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,65,newage,pad,synth_pad,standard,4/4,71,72,train,commu05101
5101,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,8,120,cinematic,riff,acoustic_piano,standard,4/4,55,56,train,commu05102
5102,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7', 'E7']]",mid_high,8,120,cinematic,main_melody,horn,standard,4/4,71,74,train,commu05103
5103,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid,4,45,newage,accompaniment,acoustic_piano,standard,4/4,22,30,train,commu05104
5104,aminor,"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Em7', 'Em7', 'Em7', 'Em7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'A', 'A', 'A', 'A']]",mid_high,8,80,cinematic,main_melody,string_ensemble,standard,4/4,47,70,train,commu05105
5105,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'Gm7', 'Gm7', 'Gm7', 'Gm7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'G7', 'G7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,80,cinematic,sub_melody,acoustic_guitar,standard,4/4,52,90,train,commu05106
5106,aminor,"[['Am', 'Am', 'Am', 'Am', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F']]",mid_high,4,60,cinematic,riff,acoustic_piano,standard,4/4,51,56,train,commu05107
5107,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,80,cinematic,main_melody,string_ensemble,standard,4/4,59,104,train,commu05108
5108,aminor,"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'E7', 'E7', 'E7', 'E7']]",high,8,80,cinematic,sub_melody,acoustic_piano,standard,4/4,41,42,train,commu05109
5109,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]",high,4,100,newage,main_melody,acoustic_piano,standard,4/4,51,60,train,commu05110
5110,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]",mid_high,4,65,newage,pad,synth_pad,standard,4/4,61,62,train,commu05111
5111,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G']]",mid_high,4,65,newage,pad,synth_pad,standard,4/4,47,48,train,commu05112
5112,aminor,"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Em7', 'Em7', 'Em7', 'Em7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Dmaj7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Em7', 'Em7', 'Em7', 'Em7', 'Asus4', 'Asus4', 'Asus4', 'Asus4', 'A', 'A', 'A', 'A']]",mid_low,8,80,cinematic,accompaniment,acoustic_piano,standard,4/4,31,44,train,commu05113
5113,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_low,8,90,cinematic,accompaniment,acoustic_piano,standard,4/4,11,62,train,commu05114
5115,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]",low,4,80,cinematic,bass,acoustic_piano,standard,4/4,46,58,train,commu05116
5116,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]",high,4,100,newage,riff,acoustic_piano,standard,4/4,45,46,train,commu05117
5117,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G']]",high,8,120,cinematic,riff,acoustic_piano,standard,4/4,55,62,train,commu05118
5118,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'Gm7', 'Gm7', 'Gm7', 'Gm7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'G7', 'G7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",low,8,80,cinematic,bass,string_ensemble,standard,4/4,81,82,train,commu05119
5119,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid,4,45,newage,accompaniment,acoustic_piano,standard,4/4,21,30,train,commu05120
5120,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]",mid_high,8,50,newage,main_melody,acoustic_piano,standard,4/4,71,76,train,commu05121
5121,aminor,"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'E7', 'E7', 'E7', 'E7']]",mid_high,8,80,cinematic,sub_melody,acoustic_piano,standard,4/4,35,50,train,commu05122
5122,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G7', 'G7', 'G7', 'G7', 'F', 'F', 'G+', 'G+', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A#', 'A#', 'A#', 'A#', 'A', 'A', 'A', 'A', 'Dm', 'Dm', 'Dm', 'Dm', 'C', 'C', 'G', 'G', 'C', 'C', 'C', 'C']]",mid_high,8,50,newage,main_melody,acoustic_piano,standard,4/4,73,82,train,commu05123
5123,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G7', 'G7', 'G7', 'G7', 'F', 'F', 'G+', 'G+', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A#', 'A#', 'A#', 'A#', 'A', 'A', 'A', 'A', 'Dm', 'Dm', 'Dm', 'Dm', 'C', 'C', 'G', 'G', 'C', 'C', 'C', 'C']]",mid_low,8,50,newage,pad,string_ensemble,standard,4/4,101,102,train,commu05124
5125,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid,4,45,newage,pad,synth_pad-2,standard,4/4,69,70,train,commu05126
5126,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]",mid,8,50,newage,pad,string_ensemble,standard,4/4,81,82,train,commu05127
5128,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,4,120,cinematic,riff,acoustic_piano,standard,4/4,55,62,train,commu05129
5130,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,100,newage,main_melody,acoustic_piano,standard,4/4,61,62,train,commu05131
5131,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid,8,45,newage,pad,synth_pad,standard,4/4,10,75,train,commu05132
5132,cmajor,"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am']]",mid_high,8,100,newage,main_melody,acoustic_piano,standard,4/4,45,52,train,commu05133
5134,aminor,"[['Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Am7', 'Am7', 'Am7', 'Am7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Dsus4', 'Dsus4', 'Dsus4', 'Dsus4', 'C', 'C', 'C', 'C', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]",mid_high,8,60,newage,main_melody,acoustic_piano,standard,4/4,41,48,train,commu05135
5135,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']]",mid_high,8,45,newage,accompaniment,acoustic_piano,standard,4/4,21,30,train,commu05136
5136,aminor,"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Gmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'A#maj7', 'A#maj7', 'A#maj7', 'A#maj7', 'E+', 'E+', 'E+', 'E+', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]",mid_low,8,80,cinematic,accompaniment,string_ensemble,standard,4/4,73,94,train,commu05137
5137,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]",mid,4,50,newage,accompaniment,acoustic_guitar,standard,4/4,41,58,train,commu05138
5138,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'Gm7', 'Gm7', 'Gm7', 'Gm7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'G7', 'G7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid,8,80,cinematic,main_melody,flute,standard,4/4,34,92,train,commu05139
5140,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]",mid_low,4,50,newage,accompaniment,acoustic_piano,standard,4/4,47,54,train,commu05141
5142,cmajor,"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'Gm7', 'Gm7', 'Gm7', 'Gm7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Em7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Gsus4', 'Gsus4', 'G7', 'G7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'G', 'G', 'Am7', 'Am7', 'Am7', 'Am7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'G7', 'G7', 'G7', 'G7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]",mid_high,8,80,cinematic,riff,celesta,standard,4/4,40,62,train,commu05143
5143,cmajor,"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]",mid,8,50,newage,main_melody,acoustic_piano,standard,4/4,71,72,train,commu05144
5144,cmajor,"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'G', 'G', 'G', 'G']]",mid_high,4,65,newage,pad,synth_pad,standard,4/4,47,48,train,commu05145
5145,cmajor,"[['Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Gm7', 'Gm7', 'Gm7', 'Gm7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7']]",mid_high,4,80,cinematic,pad,acoustic_piano,standard,4/4,41,62,train,commu05146
